eventid,faith,level_faith
200811100012 ,0.061960206,3
200811100014 ,0.038378777,4
200811100016 ,0.061960206,3
200811100019 ,0.038791452,4
200811100020 ,0.061960206,3
200811100021 ,0.064318349,1
200811100025 ,0.038378777,4
200811100026 ,0.061960206,3
200811100027 ,0.061960206,3
200811110001 ,0.040147384,4
200811110002 ,0.038644068,4
200811110004 ,0.062490789,1
200811110005 ,0.061960206,3
200811110006 ,0.062166544,1
200811110007 ,0.061960206,3
200811110008 ,0.061960206,3
200811110010 ,0.061960206,3
200811110011 ,0.061960206,3
200811110012 ,0.063286662,1
200811110015 ,0.064082535,1
200811110018 ,0.061960206,3
200811110020 ,0.038378777,4
200811110025 ,0.061960206,3
200811120003 ,0.062225497,1
200811120004 ,0.038791452,4
200811120005 ,0.019749447,5
200811120006 ,0.063375092,1
200811120007 ,0.061960206,3
200811120008 ,0.064112012,1
200811120010 ,0.062343405,1
200811120011 ,0.069742078,1
200811120012 ,0.062579219,1
200811120013 ,0.062461312,1
200811120014 ,0.062048637,2
200811120015 ,0.062313928,1
200811120023 ,0.038378777,4
200811120024 ,0.062785556,1
200811130002 ,0.038378777,4
200811130003 ,0.062166544,1
200811130004 ,0.063286662,1
200811130005 ,0.062166544,1
200811130006 ,0.061960206,3
200811130007 ,0.038997789,4
200811130010 ,0.062166544,1
200811130011 ,0.062225497,1
200811130012 ,0.062785556,1
200811130013 ,0.062343405,1
200811130015 ,0.062137067,2
200811130016 ,0.062137067,2
200811130023 ,0.061960206,3
200811130025 ,0.014797347,5
200811140001 ,0.061960206,3
200811140002 ,0.061960206,3
200811140003 ,0.038378777,4
200811140004 ,0.062225497,1
200811140006 ,0.062166544,1
200811140008 ,0.062137067,2
200811140009 ,0.062372881,1
200811140010 ,0.061960206,3
200811140011 ,0.061960206,3
200811140012 ,0.062048637,2
200811140013 ,0.062166544,1
200811140015 ,0.061694915,4
200811140016 ,0.062579219,1
200811140017 ,0.038555637,4
200811140018 ,0.062313928,1
200811140019 ,0.062048637,2
200811140024 ,0.061960206,3
200811140025 ,0.061960206,3
200811150001 ,0.061960206,3
200811150002 ,0.062225497,1
200811150003 ,0.065025792,1
200811150004 ,0.067413412,1
200811150005 ,0.038378777,4
200811150006 ,0.062166544,1
200811150007 ,0.062166544,1
200811150008 ,0.061960206,3
200811150009 ,0.062048637,2
200811150010 ,0.061960206,3
200811150011 ,0.062048637,2
200811150014 ,0.062579219,1
200811160001 ,0.062254974,1
200811160002 ,0.062166544,1
200811160003 ,0.062166544,1
200811160004 ,0.038968312,4
200811160005 ,0.062137067,2
200811160006 ,0.061960206,3
200811160008 ,0.062667649,1
200811160009 ,0.039204127,4
200811160010 ,0.062048637,2
200811160012 ,0.062166544,1
200811160013 ,0.062372881,1
200811160014 ,0.062166544,1
200811160027 ,0.062048637,2
200811170001 ,0.062166544,1
200811170002 ,0.062166544,1
200811170004 ,0.062402358,1
200811170005 ,0.062137067,2
200811170006 ,0.062343405,1
200811170007 ,0.062254974,1
200811170008 ,0.062137067,2
200811170009 ,0.062254974,1
200811170012 ,0.062372881,1
200811170013 ,0.063404569,1
200811170020 ,0.062166544,1
200811170023 ,0.062166544,1
200811170026 ,0.062137067,2
200811170028 ,0.039498895,4
200811170029 ,0.038378777,4
200811180001 ,0.062137067,2
200811180002 ,0.063168755,1
200811180003 ,0.062048637,2
200811180005 ,0.062137067,2
200811180006 ,0.06358143,1
200811180008 ,0.062225497,1
200811180010 ,0.061960206,3
200811180012 ,0.038378777,4
200811180015 ,0.061960206,3
200811180022 ,0.038555637,4
200811180028 ,0.038378777,4
200811180029 ,0.061960206,3
200811190001 ,0.038378777,4
200811190002 ,0.062048637,2
200811190003 ,0.062402358,1
200811190005 ,0.038378777,4
200811190008 ,0.038378777,4
200811190010 ,0.062254974,1
200811190011 ,0.062579219,1
200811190012 ,0.064141489,1
200811190015 ,0.038378777,4
200811190018 ,0.061960206,3
200811200001 ,0.064112012,1
200811200002 ,0.062048637,2
200811200003 ,0.062225497,1
200811200004 ,0.062166544,1
200811200006 ,0.065025792,1
200811200007 ,0.061960206,3
200811200008 ,0.038378777,4
200811200009 ,0.038378777,4
200811200010 ,0.064170965,1
200811200011 ,0.061960206,3
200811200012 ,0.061960206,3
200811200013 ,0.062137067,2
200811200014 ,0.062254974,1
200811200015 ,0.062166544,1
200811200016 ,0.061960206,3
200811200017 ,0.061960206,3
200811200018 ,0.061960206,3
200811200019 ,0.061960206,3
200811200020 ,0.062638172,1
200811200021 ,0.061960206,3
200811200023 ,0.061960206,3
200811200024 ,0.062225497,1
200811200028 ,0.062372881,1
200811200029 ,0.038467207,4
200811210002 ,0.061960206,3
200811210003 ,0.067560796,1
200811210004 ,0.062520265,1
200811210006 ,0.038378777,4
200811210007 ,0.061960206,3
200811210009 ,0.069093589,1
200811210010 ,0.062166544,1
200811210011 ,0.061960206,3
200811210012 ,0.038378777,4
200811210014 ,0.038378777,4
200811210015 ,0.062520265,1
200811210019 ,0.061960206,3
200811210020 ,0.061960206,3
200811210021 ,0.062372881,1
200811210022 ,0.061960206,3
200811210025 ,0.062166544,1
200811210027 ,0.062372881,1
200811220001 ,0.062166544,1
200811220002 ,0.061960206,3
200811220004 ,0.062225497,1
200811220005 ,0.061960206,3
200811220007 ,0.062137067,2
200811220009 ,0.062048637,2
200811220010 ,0.061960206,3
200811220011 ,0.063876197,1
200811220012 ,0.040029477,4
200811220013 ,0.062343405,1
200811220014 ,0.062372881,1
200811220015 ,0.062166544,1
200811220016 ,0.061960206,3
200811220019 ,0.061960206,3
200811220020 ,0.061960206,3
200811220022 ,0.062166544,1
200811220026 ,0.038378777,4
200811230001 ,0.062697126,1
200811230002 ,0.062225497,1
200811230003 ,0.062137067,2
200811230004 ,0.062313928,1
200811230005 ,0.062402358,1
200811230006 ,0.062579219,1
200811230007 ,0.062313928,1
200811230008 ,0.062048637,2
200811230010 ,0.061960206,3
200811230015 ,0.062372881,1
200811230016 ,0.062166544,1
200811230019 ,0.038555637,4
200811240001 ,0.065467944,1
200811240002 ,0.061960206,3
200811240003 ,0.062166544,1
200811240005 ,0.062137067,2
200811240006 ,0.062490789,1
200811240007 ,0.062166544,1
200811240008 ,0.061960206,3
200811240009 ,0.062048637,2
200811240010 ,0.03908622,4
200811240011 ,0.064259396,1
200811240015 ,0.038378777,4
200811240020 ,0.061960206,3
200811250002 ,0.039498895,4
200811250003 ,0.062137067,2
200811250004 ,0.062254974,1
200811250005 ,0.038761975,4
200811250006 ,0.061960206,3
200811250009 ,0.062048637,2
200811250010 ,0.038820929,4
200811250011 ,0.062048637,2
200811250012 ,0.061960206,3
200811250013 ,0.062048637,2
200811250015 ,0.063316139,1
200811250019 ,0.061960206,3
200811260001 ,0.063404569,1
200811260002 ,0.038997789,4
200811260003 ,0.080648489,1
200811260004 ,0.062166544,1
200811260005 ,0.062667649,1
200811260006 ,0.081886514,1
200811260007 ,0.062137067,2
200811260008 ,0.062166544,1
200811260009 ,0.070125276,1
200811260010 ,0.0700958,1
200811260011 ,0.061960206,3
200811260012 ,0.061960206,3
200811260014 ,0.062490789,1
200811260015 ,0.061960206,3
200811260016 ,0.061960206,3
200811260017 ,0.062166544,1
200811260018 ,0.063257185,1
200811260019 ,0.062137067,2
200811260022 ,0.061960206,3
200811260024 ,0.038378777,4
200811270001 ,0.061960206,3
200811270002 ,0.061960206,3
200811270003 ,0.064377303,1
200811270004 ,0.063168755,1
200811270005 ,0.061960206,3
200811270006 ,0.063080324,1
200811270007 ,0.062166544,1
200811270008 ,0.062166544,1
200811270009 ,0.062903464,1
200811270010 ,0.062166544,1
200811270011 ,0.062697126,1
200811270012 ,0.061960206,3
200811270014 ,0.062490789,1
200811270018 ,0.061960206,3
200811270019 ,0.06293294,1
200811270020 ,0.062166544,1
200811270022 ,0.061960206,3
200811280001 ,0.062785556,1
200811280002 ,0.061960206,3
200811280003 ,0.062372881,1
200811280004 ,0.064112012,1
200811280005 ,0.061960206,3
200811280006 ,0.061960206,3
200811280007 ,0.038378777,4
200811280012 ,0.066470155,1
200811280013 ,0.063610906,1
200811280014 ,0.062343405,1
200811280016 ,0.038467207,4
200811280018 ,0.061960206,3
200811290001 ,0.06623434,1
200811290002 ,0.061960206,3
200811290004 ,0.063021371,1
200811290006 ,0.061960206,3
200811290008 ,0.061960206,3
200811290009 ,0.063699337,1
200811300001 ,0.062166544,1
200811300002 ,0.063109801,1
200811300004 ,0.062166544,1
200811300006 ,0.062166544,1
200811300008 ,0.038378777,4
200811300009 ,0.038378777,4
200811300010 ,0.062137067,2
200811300011 ,0.038378777,4
200811300012 ,0.061960206,3
200811300013 ,0.062254974,1
200811300018 ,0.062137067,2
200812010002 ,0.062166544,1
200812010003 ,0.038909359,4
200812010006 ,0.062048637,2
200812010007 ,0.062372881,1
200812010009 ,0.061960206,3
200812010010 ,0.061960206,3
200812010011 ,0.062785556,1
200812010012 ,0.038378777,4
200812010013 ,0.061960206,3
200812010014 ,0.061960206,3
200812010016 ,0.062166544,1
200812010020 ,0.061960206,3
200812010021 ,0.038378777,4
200812010023 ,0.038378777,4
200812010024 ,0.062372881,1
200812010027 ,0.069329403,1
200812010028 ,0.063551953,1
200812010030 ,0.038555637,4
200812010031 ,0.038555637,4
200812010032 ,0.061960206,3
200812010034 ,0.038467207,4
200812020004 ,0.061960206,3
200812020005 ,0.063846721,1
200812020006 ,0.0416507,4
200812020007 ,0.038378777,4
200812020008 ,0.062166544,1
200812020009 ,0.062608696,1
200812020012 ,0.061960206,3
200812020013 ,0.062166544,1
200812020015 ,0.064112012,1
200812020019 ,0.061960206,3
200812020023 ,0.062166544,1
200812030001 ,0.062048637,2
200812030002 ,0.062166544,1
200812030003 ,0.062608696,1
200812030004 ,0.038378777,4
200812030006 ,0.062166544,1
200812030007 ,0.038378777,4
200812030012 ,0.061960206,3
200812030013 ,0.062638172,1
200812030014 ,0.061960206,3
200812030015 ,0.062166544,1
200812030016 ,0.061960206,3
200812030017 ,0.06275608,1
200812030019 ,0.063139278,1
200812030025 ,0.062048637,2
200812030027 ,0.062785556,1
200812030029 ,0.038997789,4
200812040002 ,0.062313928,1
200812040004 ,0.063375092,1
200812040006 ,0.062402358,1
200812040008 ,0.062372881,1
200812040009 ,0.062225497,1
200812040010 ,0.061960206,3
200812040011 ,0.061960206,3
200812040012 ,0.062166544,1
200812040013 ,0.062166544,1
200812040014 ,0.062372881,1
200812040015 ,0.062372881,1
200812040017 ,0.061960206,3
200812040022 ,0.062166544,1
200812040027 ,0.062225497,1
200812040031 ,0.062166544,1
200812040032 ,0.062166544,1
200812040033 ,0.038378777,4
200812040035 ,0.061960206,3
200812040036 ,0.061960206,3
200812040037 ,0.062490789,1
200812050002 ,0.061960206,3
200812050003 ,0.061960206,3
200812050004 ,0.063817244,1
200812050005 ,0.062166544,1
200812050006 ,0.024789978,5
200812050015 ,0.038378777,4
200812050017 ,0.061960206,3
200812050018 ,0.062991894,1
200812050019 ,0.06275608,1
200812050021 ,0.038378777,4
200812060001 ,0.062254974,1
200812060002 ,0.061960206,3
200812060003 ,0.061960206,3
200812060006 ,0.062137067,2
200812060007 ,0.062549742,1
200812060009 ,0.063050847,1
200812060010 ,0.061960206,3
200812060011 ,0.06275608,1
200812060012 ,0.038555637,4
200812060013 ,0.062166544,1
200812060014 ,0.062372881,1
200812060015 ,0.063198231,1
200812060029 ,0.062166544,1
200812060032 ,0.062254974,1
200812060034 ,0.062137067,2
200812070001 ,0.061960206,3
200812070002 ,0.062048637,2
200812070004 ,0.066381724,1
200812070005 ,0.062048637,2
200812070006 ,0.062372881,1
200812070007 ,0.061960206,3
200812070008 ,0.062166544,1
200812080002 ,0.062461312,1
200812080004 ,0.061960206,3
200812080005 ,0.062048637,2
200812080006 ,0.038378777,4
200812080007 ,0.061960206,3
200812080008 ,0.061960206,3
200812080010 ,0.06284451,1
200812080011 ,0.061960206,3
200812080016 ,0.061960206,3
200812080020 ,0.038467207,4
200812090001 ,0.062048637,2
200812090003 ,0.062166544,1
200812090004 ,0.063168755,1
200812090006 ,0.061960206,3
200812090008 ,0.062166544,1
200812090009 ,0.038378777,4
200812090011 ,0.062520265,1
200812090012 ,0.062579219,1
200812100001 ,0.062343405,1
200812100002 ,0.061960206,3
200812100003 ,0.061960206,3
200812100005 ,0.061960206,3
200812100007 ,0.061960206,3
200812100008 ,0.061960206,3
200812100017 ,0.038378777,4
200812100018 ,0.038378777,4
200812100019 ,0.038378777,4
200812100022 ,0.061960206,3
200812100023 ,0.061960206,3
200812110001 ,0.083920413,1
200812110002 ,0.061960206,3
200812110003 ,0.061960206,3
200812110004 ,0.061960206,3
200812110005 ,0.061960206,3
200812110006 ,0.062225497,1
200812110008 ,0.062166544,1
200812110010 ,0.062166544,1
200812110012 ,0.062166544,1
200812110013 ,0.063021371,1
200812110014 ,0.061960206,3
200812110016 ,0.038378777,4
200812110018 ,0.038378777,4
200812110019 ,0.061960206,3
200812110021 ,0.06293294,1
200812110022 ,0.062166544,1
200812110023 ,0.061960206,3
200812110027 ,0.061960206,3
200812110033 ,0.061960206,3
200812110034 ,0.038467207,4
200812120002 ,0.062343405,1
200812120003 ,0.062579219,1
200812120006 ,0.061960206,3
200812120008 ,0.061960206,3
200812120009 ,0.061960206,3
200812120011 ,0.061960206,3
200812120014 ,0.06284451,1
200812120015 ,0.062579219,1
200812120022 ,0.038467207,4
200812130001 ,0.062490789,1
200812130002 ,0.062166544,1
200812130005 ,0.062048637,2
200812130007 ,0.062402358,1
200812130008 ,0.038378777,4
200812130009 ,0.063198231,1
200812130010 ,0.062166544,1
200812130011 ,0.038378777,4
200812130012 ,0.062991894,1
200812130014 ,0.014797347,5
200812130017 ,0.062343405,1
200812130018 ,0.038378777,4
200812130021 ,0.042446573,4
200812130022 ,0.038378777,4
200812130023 ,0.061960206,3
200812130024 ,0.062579219,1
200812130025 ,0.06449521,1
200812130027 ,0.038378777,4
200812130028 ,0.062313928,1
200812130036 ,0.062048637,2
200812140001 ,0.062225497,1
200812140002 ,0.062579219,1
200812140003 ,0.062579219,1
200812140004 ,0.06293294,1
200812140006 ,0.061960206,3
200812140007 ,0.062048637,2
200812140010 ,0.039115696,4
200812140011 ,0.061960206,3
200812140013 ,0.062372881,1
200812140014 ,0.038555637,4
200812140015 ,0.062461312,1
200812140016 ,0.062166544,1
200812140017 ,0.038378777,4
200812140023 ,0.061960206,3
200812140024 ,0.062166544,1
200812140029 ,0.061960206,3
200812140030 ,0.061960206,3
200812140031 ,0.038378777,4
200812150001 ,0.061960206,3
200812150002 ,0.061960206,3
200812150003 ,0.06366986,1
200812150004 ,0.062166544,1
200812150009 ,0.062225497,1
200812150010 ,0.038673545,4
200812150018 ,0.062726603,1
200812150019 ,0.062431835,1
200812160001 ,0.061960206,3
200812160002 ,0.061960206,3
200812160003 ,0.062048637,2
200812160004 ,0.061960206,3
200812160005 ,0.061960206,3
200812160006 ,0.062225497,1
200812160007 ,0.062137067,2
200812160008 ,0.062137067,2
200812160009 ,0.062372881,1
200812160011 ,0.062372881,1
200812160012 ,0.062254974,1
200812160013 ,0.062166544,1
200812160016 ,0.061960206,3
200812160017 ,0.062166544,1
200812160018 ,0.061960206,3
200812160019 ,0.062166544,1
200812160021 ,0.038555637,4
200812160022 ,0.062313928,1
200812160024 ,0.038378777,4
200812170002 ,0.071422255,1
200812170003 ,0.061960206,3
200812170007 ,0.061960206,3
200812170008 ,0.062048637,2
200812170009 ,0.038378777,4
200812170010 ,0.062166544,1
200812170011 ,0.039027266,4
200812170014 ,0.062166544,1
200812170017 ,0.062372881,1
200812170041 ,0.062166544,1
200812170047 ,0.061960206,3
200812180001 ,0.062166544,1
200812180002 ,0.062697126,1
200812180003 ,0.062166544,1
200812180004 ,0.061960206,3
200812180005 ,0.062166544,1
200812180006 ,0.062166544,1
200812180007 ,0.062372881,1
200812180008 ,0.062166544,1
200812180009 ,0.061960206,3
200812180010 ,0.061960206,3
200812180011 ,0.038378777,4
200812180014 ,0.063935151,1
200812180015 ,0.064023581,1
200812190003 ,0.062166544,1
200812190004 ,0.061960206,3
200812190006 ,0.038378777,4
200812190007 ,0.038997789,4
200812190008 ,0.061960206,3
200812190010 ,0.061960206,3
200812190011 ,0.061960206,3
200812190012 ,0.062166544,1
200812190014 ,0.061960206,3
200812190015 ,0.038378777,4
200812190019 ,0.038378777,4
200812190020 ,0.061960206,3
200812190021 ,0.062166544,1
200812200003 ,0.061960206,3
200812200006 ,0.062166544,1
200812200007 ,0.062490789,1
200812200008 ,0.039528371,4
200812200009 ,0.061960206,3
200812200010 ,0.061960206,3
200812200012 ,0.062313928,1
200812200014 ,0.061960206,3
200812200016 ,0.062667649,1
200812200017 ,0.062313928,1
200812200020 ,0.061960206,3
200812200022 ,0.062372881,1
200812200032 ,0.061960206,3
200812210002 ,0.061960206,3
200812210003 ,0.061960206,3
200812210004 ,0.062166544,1
200812210006 ,0.061960206,3
200812210008 ,0.066175387,1
200812210011 ,0.061960206,3
200812210012 ,0.062343405,1
200812210013 ,0.061960206,3
200812210014 ,0.061960206,3
200812210016 ,0.038791452,4
200812210018 ,0.062372881,1
200812210029 ,0.062048637,2
200812220002 ,0.062166544,1
200812220003 ,0.062461312,1
200812220005 ,0.061960206,3
200812220008 ,0.062166544,1
200812220010 ,0.061960206,3
200812220011 ,0.063404569,1
200812220013 ,0.061960206,3
200812220014 ,0.062313928,1
200812220020 ,0.038820929,4
200812220023 ,0.038585114,4
200812220024 ,0.039204127,4
200812220026 ,0.062991894,1
200812220029 ,0.062667649,1
200812230001 ,0.061960206,3
200812230003 ,0.062991894,1
200812230005 ,0.062166544,1
200812230006 ,0.061960206,3
200812230008 ,0.063168755,1
200812230009 ,0.061960206,3
200812230012 ,0.061960206,3
200812230013 ,0.062166544,1
200812230014 ,0.062372881,1
200812230015 ,0.062372881,1
200812230016 ,0.061960206,3
200812230018 ,0.064259396,1
200812230020 ,0.061960206,3
200812230024 ,0.061960206,3
200812240001 ,0.063139278,1
200812240003 ,0.061960206,3
200812240004 ,0.038378777,4
200812240005 ,0.038378777,4
200812240006 ,0.062166544,1
200812240008 ,0.062991894,1
200812240009 ,0.062137067,2
200812240010 ,0.062166544,1
200812240011 ,0.062962417,1
200812240012 ,0.062579219,1
200812240013 ,0.061960206,3
200812240017 ,0.038938836,4
200812240018 ,0.062225497,1
200812240024 ,0.062166544,1
200812240028 ,0.061960206,3
200812240033 ,0.061960206,3
200812250001 ,0.062991894,1
200812250002 ,0.062372881,1
200812250004 ,0.062343405,1
200812250005 ,0.064642594,1
200812250006 ,0.040854827,4
200812250007 ,0.070213707,1
200812250008 ,0.062579219,1
200812250009 ,0.061960206,3
200812250010 ,0.061960206,3
200812250011 ,0.038378777,4
200812250012 ,0.06540899,1
200812250013 ,0.062402358,1
200812250014 ,0.062137067,2
200812250015 ,0.062343405,1
200812250017 ,0.062225497,1
200812250018 ,0.062137067,2
200812250021 ,0.062166544,1
200812250022 ,0.061960206,3
200812250023 ,0.062785556,1
200812250024 ,0.062815033,1
200812250027 ,0.039557848,4
200812250030 ,0.062166544,1
200812260003 ,0.062166544,1
200812260004 ,0.062225497,1
200812260006 ,0.062343405,1
200812260007 ,0.061960206,3
200812260009 ,0.063080324,1
200812260011 ,0.038791452,4
200812260013 ,0.061960206,3
200812260014 ,0.038585114,4
200812260015 ,0.062137067,2
200812260016 ,0.080324245,1
200812260022 ,0.063316139,1
200812260024 ,0.061960206,3
200812270001 ,0.06275608,1
200812270002 ,0.061960206,3
200812270004 ,0.062166544,1
200812270005 ,0.039322034,4
200812270006 ,0.071893884,1
200812270007 ,0.062166544,1
200812270008 ,0.062667649,1
200812270010 ,0.062579219,1
200812270011 ,0.074340457,1
200812270012 ,0.061960206,3
200812270014 ,0.061960206,3
200812270020 ,0.062166544,1
200812270028 ,0.062697126,1
200812280003 ,0.070390567,1
200812280004 ,0.063021371,1
200812280005 ,0.065114223,1
200812280006 ,0.061960206,3
200812280007 ,0.038467207,4
200812280009 ,0.071245394,1
200812280011 ,0.062991894,1
200812280012 ,0.062137067,2
200812280013 ,0.062313928,1
200812280014 ,0.061960206,3
200812280015 ,0.061960206,3
200812280016 ,0.064642594,1
200812280017 ,0.044539425,4
200812280019 ,0.062372881,1
200812280021 ,0.062166544,1
200812280023 ,0.062137067,2
200812280024 ,0.06275608,1
200812280025 ,0.061960206,3
200812280026 ,0.061960206,3
200812280027 ,0.038378777,4
200812280028 ,0.062166544,1
200812280030 ,0.038378777,4
200812280031 ,0.061960206,3
200812280033 ,0.062372881,1
200812280034 ,0.062313928,1
200812280042 ,0.062431835,1
200812280043 ,0.061960206,3
200812280044 ,0.062048637,2
200812290002 ,0.062402358,1
200812290003 ,0.062313928,1
200812290005 ,0.063699337,1
200812290006 ,0.062166544,1
200812290008 ,0.038761975,4
200812290010 ,0.062166544,1
200812290011 ,0.062166544,1
200812290012 ,0.062431835,1
200812290014 ,0.061960206,3
200812290015 ,0.061960206,3
200812290024 ,0.063935151,1
200812290026 ,0.038644068,4
200812290038 ,0.062608696,1
200812300001 ,0.062313928,1
200812300004 ,0.062166544,1
200812300005 ,0.062137067,2
200812300007 ,0.062166544,1
200812300008 ,0.061960206,3
200812300010 ,0.062166544,1
200812300011 ,0.062962417,1
200812300020 ,0.038732498,4
200812300023 ,0.062137067,2
200812300029 ,0.038555637,4
200812300040 ,0.062815033,1
200812300042 ,0.066086957,1
200812310001 ,0.062137067,2
200812310002 ,0.038467207,4
200812310006 ,0.062166544,1
200812310007 ,0.067413412,1
200812310008 ,0.063905674,1
200812310009 ,0.061960206,3
200812310010 ,0.063168755,1
200812310011 ,0.063316139,1
200812310012 ,0.062166544,1
200812310013 ,0.061960206,3
200812310014 ,0.038378777,4
200812310016 ,0.062402358,1
200812310017 ,0.062048637,2
200812310025 ,0.062137067,2
200901010001 ,0.06449521,1
200901010003 ,0.062166544,1
200901010004 ,0.061960206,3
200901010005 ,0.062225497,1
200901010011 ,0.061960206,3
200901010012 ,0.040294768,4
200901010013 ,0.040294768,4
200901010014 ,0.04,4
200901010017 ,0.064200442,1
200901010018 ,0.062166544,1
200901010019 ,0.062579219,1
200901010020 ,0.062490789,1
200901010028 ,0.062048637,2
200901010029 ,0.061960206,3
200901010030 ,0.061960206,3
200901010032 ,0.061960206,3
200901010033 ,0.061960206,3
200901010035 ,0.061960206,3
200901020002 ,0.064465733,1
200901020003 ,0.062313928,1
200901020004 ,0.062137067,2
200901020005 ,0.077671334,1
200901020009 ,0.063375092,1
200901020010 ,0.062166544,1
200901020011 ,0.062166544,1
200901020012 ,0.061960206,3
200901020018 ,0.062166544,1
200901020020 ,0.061960206,3
200901020023 ,0.038555637,4
200901020031 ,0.065114223,1
200901030003 ,0.061960206,3
200901030004 ,0.038378777,4
200901030005 ,0.062137067,2
200901030006 ,0.063257185,1
200901030007 ,0.062461312,1
200901030008 ,0.061960206,3
200901030012 ,0.062579219,1
200901030014 ,0.062225497,1
200901030015 ,0.061960206,3
200901030016 ,0.062667649,1
200901030018 ,0.061960206,3
200901030019 ,0.038644068,4
200901030022 ,0.061960206,3
200901030032 ,0.061960206,3
200901040001 ,0.074929993,1
200901040002 ,0.062402358,1
200901040003 ,0.062254974,1
200901040007 ,0.061960206,3
200901040008 ,0.064023581,1
200901040009 ,0.038378777,4
200901040010 ,0.038378777,4
200901040011 ,0.061960206,3
200901040012 ,0.038378777,4
200901040015 ,0.062166544,1
200901040016 ,0.061960206,3
200901040017 ,0.038644068,4
200901040019 ,0.065880619,1
200901040020 ,0.062166544,1
200901040021 ,0.038555637,4
200901040022 ,0.061960206,3
200901040023 ,0.063404569,1
200901040026 ,0.06284451,1
200901040031 ,0.062137067,2
200901040038 ,0.062166544,1
200901050001 ,0.062166544,1
200901050002 ,0.062048637,2
200901050003 ,0.062461312,1
200901050004 ,0.063021371,1
200901050005 ,0.062313928,1
200901050006 ,0.062313928,1
200901050007 ,0.062402358,1
200901050008 ,0.062579219,1
200901050010 ,0.061960206,3
200901050014 ,0.038378777,4
200901050015 ,0.062166544,1
200901050016 ,0.062579219,1
200901050018 ,0.062372881,1
200901050020 ,0.038378777,4
200901050021 ,0.061960206,3
200901050023 ,0.062166544,1
200901050024 ,0.062166544,1
200901050025 ,0.061960206,3
200901050026 ,0.062048637,2
200901050030 ,0.062137067,2
200901060001 ,0.061960206,3
200901060002 ,0.061960206,3
200901060003 ,0.038378777,4
200901060004 ,0.038378777,4
200901060005 ,0.061960206,3
200901060006 ,0.038378777,4
200901060007 ,0.062372881,1
200901060008 ,0.038732498,4
200901060009 ,0.038378777,4
200901060010 ,0.061960206,3
200901060011 ,0.061960206,3
200901060012 ,0.062166544,1
200901060013 ,0.061960206,3
200901060020 ,0.062490789,1
200901070001 ,0.061960206,3
200901070002 ,0.061960206,3
200901070003 ,0.061960206,3
200901070004 ,0.062048637,2
200901070005 ,0.061960206,3
200901070007 ,0.061960206,3
200901070008 ,0.061960206,3
200901070009 ,0.062137067,2
200901070012 ,0.038378777,4
200901070013 ,0.062166544,1
200901070014 ,0.062166544,1
200901070015 ,0.061960206,3
200901070016 ,0.061960206,3
200901070017 ,0.061960206,3
200901070018 ,0.062579219,1
200901070019 ,0.062166544,1
200901070021 ,0.061960206,3
200901070022 ,0.061960206,3
200901070026 ,0.038378777,4
200901080001 ,0.062137067,2
200901080004 ,0.062166544,1
200901080005 ,0.062166544,1
200901080006 ,0.062166544,1
200901080007 ,0.038467207,4
200901080008 ,0.038968312,4
200901080009 ,0.061960206,3
200901080011 ,0.061960206,3
200901080012 ,0.061960206,3
200901080017 ,0.062785556,1
200901090002 ,0.066086957,1
200901090003 ,0.062254974,1
200901090004 ,0.063109801,1
200901090005 ,0.062520265,1
200901090006 ,0.061960206,3
200901090008 ,0.04008843,4
200901090009 ,0.062402358,1
200901090010 ,0.061960206,3
200901090011 ,0.040353721,4
200901090013 ,0.063109801,1
200901090014 ,0.061960206,3
200901090016 ,0.061960206,3
200901090018 ,0.061960206,3
200901090019 ,0.061960206,3
200901090020 ,0.061960206,3
200901090021 ,0.061960206,3
200901090024 ,0.062048637,2
200901090025 ,0.063198231,1
200901100002 ,0.06375829,1
200901100003 ,0.062225497,1
200901100005 ,0.062372881,1
200901100006 ,0.038378777,4
200901100007 ,0.062313928,1
200901100010 ,0.062372881,1
200901100012 ,0.062166544,1
200901100013 ,0.061960206,3
200901100015 ,0.061960206,3
200901100016 ,0.061960206,3
200901100018 ,0.061960206,3
200901100019 ,0.062254974,1
200901100020 ,0.038378777,4
200901110001 ,0.062225497,1
200901110002 ,0.061960206,3
200901110003 ,0.062137067,2
200901110004 ,0.062048637,2
200901110007 ,0.061960206,3
200901110008 ,0.062254974,1
200901110010 ,0.061960206,3
200901110011 ,0.062225497,1
200901110014 ,0.061960206,3
200901110016 ,0.062166544,1
200901110017 ,0.061960206,3
200901120001 ,0.062166544,1
200901120002 ,0.038378777,4
200901120003 ,0.061960206,3
200901120004 ,0.062048637,2
200901120006 ,0.063463522,1
200901120007 ,0.062254974,1
200901120008 ,0.039115696,4
200901120010 ,0.062166544,1
200901120011 ,0.062372881,1
200901120012 ,0.061960206,3
200901120013 ,0.062166544,1
200901120015 ,0.062461312,1
200901120020 ,0.038378777,4
200901120024 ,0.062137067,2
200901130001 ,0.062166544,1
200901130003 ,0.062166544,1
200901130005 ,0.038997789,4
200901130006 ,0.061960206,3
200901130007 ,0.062254974,1
200901130008 ,0.062166544,1
200901130010 ,0.038378777,4
200901130011 ,0.061960206,3
200901130012 ,0.038585114,4
200901140001 ,0.062166544,1
200901140002 ,0.062313928,1
200901140003 ,0.062166544,1
200901140004 ,0.062991894,1
200901140005 ,0.06523213,1
200901140006 ,0.062166544,1
200901140008 ,0.061960206,3
